ID,Name,Source
1101,4739                    ,FK6
1102,2643                    ,FK6
1103,2639                    ,FK6
1104,2640                    ,FK6
1105,4741                    ,FK6
1106,4743                    ,FK6
1107,4744                    ,FK6
1108,2645 29 Lyn             ,FK6
1109,4745                    ,FK6
1110,4746                    ,FK6
1111,4747                    ,FK6
1112,4748                    ,FK6
1113,2646                    ,FK6
1114,2648                    ,FK6
1115,4750                    ,FK6
1116,2650                    ,FK6
1117,4752                    ,FK6
1118,4753                    ,FK6
1119,2649                    ,FK6
1120,4754                    ,FK6
1121,4755                    ,FK6
1122,3952                    ,FK6
1123,4756                    ,FK6
1124,2652                    ,FK6
1125,4757                    ,FK6
1126,2654                    ,FK6
1127,2657                    ,FK6
1128,4758                    ,FK6
1129,2661                    ,FK6
1130,2656 phi^1 Cnc          ,FK6
1131,2658 27 Cnc             ,FK6
1132,4759                    ,FK6
1133,4760                    ,FK6
1134,4761                    ,FK6
1135,2660                    ,FK6
1136,4763                    ,FK6
1137,2663                    ,FK6
1138,2662                    ,FK6
1139,4765                    ,FK6
1140,4766                    ,FK6
1141,2659                    ,FK6
1142,4767                    ,FK6
1143,4768                    ,FK6
1144,2666 upsilon^1 Cnc      ,FK6
1145,2667 theta Cnc          ,FK6
1146,4769                    ,FK6
1147,4770                    ,FK6
1148,2668                    ,FK6
1149,2669                    ,FK6
1150,4771                    ,FK6
1151,2674                    ,FK6
1152,4772                    ,FK6
1153,4773                    ,FK6
1154,2672 3 Hya              ,FK6
1155,4774                    ,FK6
1156,2673                    ,FK6
1157,2671                    ,FK6
1158,2675 36 Cnc             ,FK6
1159,2670                    ,FK6
1160,4776                    ,FK6
1161,4777                    ,FK6
1162,2677 pi^2 UMa           ,FK6
1163,4778                    ,FK6
1164,4779                    ,FK6
1165,2682                    ,FK6
1166,4781                    ,FK6
1167,4782                    ,FK6
1168,4783                    ,FK6
1169,2687 eta Hya            ,FK6
1170,2689                    ,FK6
1171,2691                    ,FK6
1172,4784                    ,FK6
1173,2694                    ,FK6
1174,2688 49 Cnc             ,FK6
1175,2690 46 Cnc             ,FK6
1176,4785                    ,FK6
1177,4786                    ,FK6
1178,3953                    ,FK6
1179,4787                    ,FK6
1180,2695                    ,FK6
1181,2693                    ,FK6
1182,4788                    ,FK6
1183,4789                    ,FK6
1184,4790                    ,FK6
1185,2698                    ,FK6
1186,2697                    ,FK6
1187,4791                    ,FK6
1188,2692                    ,FK6
1189,4792                    ,FK6
1190,2700 35 Lyn             ,FK6
1191,2703                    ,FK6
1192,4793                    ,FK6
1193,2702                    ,FK6
1194,2701 5 UMa              ,FK6
1195,2704                    ,FK6
1196,4795                    ,FK6
1197,4796                    ,FK6
1198,2705 rho^2 Cnc          ,FK6
1199,2706                    ,FK6
1200,4798                    ,FK6
1201,2708                    ,FK6
1202,2710                    ,FK6
1203,2711                    ,FK6
1204,4800                    ,FK6
1205,2713                    ,FK6
1206,4801                    ,FK6
1207,4802                    ,FK6
1208,4803                    ,FK6
1209,4804                    ,FK6
1210,2715                    ,FK6
1211,4805                    ,FK6
1212,4806                    ,FK6
1213,4808                    ,FK6
1214,2720                    ,FK6
1215,2717 omega Hya          ,FK6
1216,2716                    ,FK6
1217,2718                    ,FK6
1218,2722                    ,FK6
1219,4810                    ,FK6
1220,3979                    ,FK6
1221,4811                    ,FK6
1222,2719 tau Cnc            ,FK6
1223,4812                    ,FK6
1224,4813                    ,FK6
1225,2726                    ,FK6
1226,2723                    ,FK6
1227,2721 15 UMa             ,FK6
1228,4814                    ,FK6
1229,4815                    ,FK6
1230,4816                    ,FK6
1231,4817                    ,FK6
1232,4818                    ,FK6
1233,2728                    ,FK6
1234,4819                    ,FK6
1235,4820                    ,FK6
1236,2735                    ,FK6
1237,4821                    ,FK6
1238,2729                    ,FK6
1239,2731                    ,FK6
1240,2736                    ,FK6
1241,2732                    ,FK6
1242,2733 pi^2 Cnc           ,FK6
1243,2737                    ,FK6
1244,4823                    ,FK6
1245,2734 18 UMa             ,FK6
1246,4824                    ,FK6
1247,4825                    ,FK6
1248,4826                    ,FK6
1249,4827                    ,FK6
1250,4828                    ,FK6
1251,2740                    ,FK6
1252,4829                    ,FK6
1253,4830                    ,FK6
1254,2744                    ,FK6
1255,2745                    ,FK6
1256,4831                    ,FK6
1257,2746                    ,FK6
1258,4832                    ,FK6
1259,4834                    ,FK6
1260,4835                    ,FK6
1261,4836                    ,FK6
1262,4837                    ,FK6
1263,2753 iota Cha           ,FK6
1264,2748                    ,FK6
1265,4838                    ,FK6
1266,4839                    ,FK6
1267,2750                    ,FK6
1268,4842                    ,FK6
1269,2749                    ,FK6
1270,2751                    ,FK6
1271,4843                    ,FK6
1272,4844                    ,FK6
1273,2755 7 LMi              ,FK6
1274,4845                    ,FK6
1275,4846                    ,FK6
1276,2756 lambda Leo         ,FK6
1277,2757                    ,FK6
1278,4847                    ,FK6
1279,2761                    ,FK6
1280,4849                    ,FK6
1281,2764                    ,FK6
1282,2763 33 Hya             ,FK6
1283,4850                    ,FK6
1284,2762                    ,FK6
1285,4851                    ,FK6
1286,2765                    ,FK6
1287,2766 8 Leo              ,FK6
1288,4852                    ,FK6
1289,4854                    ,FK6
1290,4855                    ,FK6
1291,2770                    ,FK6
1292,4856                    ,FK6
1293,2769                    ,FK6
1294,4857                    ,FK6
1295,4858                    ,FK6
1296,4859                    ,FK6
1297,2778                    ,FK6
1298,4860                    ,FK6
1299,2773 43 Lyn             ,FK6
1300,2777                    ,FK6
1301,2776 13 LMi             ,FK6
1302,2772 24 UMa             ,FK6
1303,4862                    ,FK6
1304,2775                    ,FK6
1305,4863                    ,FK6
1306,2779                    ,FK6
1307,4864                    ,FK6
1308,4865                    ,FK6
1309,2781                    ,FK6
1310,4866                    ,FK6
1311,2784 nu Cha             ,FK6
1312,4867                    ,FK6
1313,2782                    ,FK6
1314,4868                    ,FK6
1315,2783                    ,FK6
1316,4869                    ,FK6
1317,4870                    ,FK6
1318,4871                    ,FK6
1319,4872                    ,FK6
1320,4873                    ,FK6
1321,4874                    ,FK6
1322,4875                    ,FK6
1323,4876                    ,FK6
1324,2786 upsilon^1 Hya      ,FK6
1325,4877                    ,FK6
1326,2787 17 LMi             ,FK6
1327,4878                    ,FK6
1328,4879                    ,FK6
1329,4880                    ,FK6
1330,2792                    ,FK6
1331,4881                    ,FK6
1332,4882                    ,FK6
1333,4884                    ,FK6
1334,2793 31 UMa             ,FK6
1335,2795                    ,FK6
1336,2799                    ,FK6
1337,2797                    ,FK6
1338,2794                    ,FK6
1339,2796                    ,FK6
1340,2801                    ,FK6
1341,4886                    ,FK6
1342,2798                    ,FK6
1343,4887                    ,FK6
1344,2804                    ,FK6
1345,4888                    ,FK6
1346,2803                    ,FK6
1347,2802                    ,FK6
1348,3980 mu^1 Cha           ,FK6
1349,2805                    ,FK6
1350,4889                    ,FK6
1351,2807                    ,FK6
1352,4890                    ,FK6
1353,2808                    ,FK6
1354,4891                    ,FK6
1355,4892                    ,FK6
1356,4893                    ,FK6
1357,2810                    ,FK6
1358,2809                    ,FK6
1359,4894                    ,FK6
1360,4895                    ,FK6
1361,4896                    ,FK6
1362,4897                    ,FK6
1363,4898                    ,FK6
1364,4899                    ,FK6
1365,2813                    ,FK6
1366,2812 21 LMi             ,FK6
1367,4901                    ,FK6
1368,4902                    ,FK6
1369,4903                    ,FK6
1370,3955                    ,FK6
1371,2815                    ,FK6
1372,4904                    ,FK6
1373,4905                    ,FK6
1374,4906                    ,FK6
1375,2817                    ,FK6
1376,4907                    ,FK6
1377,2818                    ,FK6
1378,2819                    ,FK6
1379,4908                    ,FK6
1380,2822                    ,FK6
1381,4909                    ,FK6
1382,4910                    ,FK6
1383,4911                    ,FK6
1384,2821                    ,FK6
1385,4912                    ,FK6
1386,2823 23 LMi             ,FK6
1387,2820                    ,FK6
1388,2825                    ,FK6
1389,2824 37 Leo             ,FK6
1390,4913                    ,FK6
1391,4914                    ,FK6
1392,4915                    ,FK6
1393,4916                    ,FK6
1394,2826                    ,FK6
1395,4917                    ,FK6
1396,2827                    ,FK6
1397,4918                    ,FK6
1398,2830                    ,FK6
1399,4919                    ,FK6
1400,2831                    ,FK6
1401,2829                    ,FK6
1402,2828                    ,FK6
1403,2832                    ,FK6
1404,2834                    ,FK6
1405,4922                    ,FK6
1406,4923                    ,FK6
1407,4924                    ,FK6
1408,4925                    ,FK6
1409,2835 44 Leo             ,FK6
1410,2836                    ,FK6
1411,4926                    ,FK6
1412,2837                    ,FK6
1413,4929                    ,FK6
1414,2838                    ,FK6
1415,4930                    ,FK6
1416,2840                    ,FK6
1417,2841 beta Sex           ,FK6
1418,2842                    ,FK6
1419,2839                    ,FK6
1420,4931                    ,FK6
1421,4933                    ,FK6
1422,4934                    ,FK6
1423,4935                    ,FK6
1424,4936                    ,FK6
1425,4937                    ,FK6
1426,4938                    ,FK6
1427,4939                    ,FK6
1428,2846 48 Leo             ,FK6
1429,4940                    ,FK6
1430,4941                    ,FK6
1431,2847                    ,FK6
1432,4942                    ,FK6
1433,2845                    ,FK6
1434,4943                    ,FK6
1435,2848                    ,FK6
1436,4944                    ,FK6
1437,4945                    ,FK6
1438,2851 58 Leo             ,FK6
1439,2849                    ,FK6
1440,4947                    ,FK6
1441,4948                    ,FK6
1442,4949                    ,FK6
1443,2854                    ,FK6
1444,4950                    ,FK6
1445,4951                    ,FK6
1446,2855 38 UMa             ,FK6
1447,4953                    ,FK6
1448,2858                    ,FK6
1449,4954                    ,FK6
1450,2859                    ,FK6
1451,4955                    ,FK6
1452,2860 52 Leo             ,FK6
1453,4956                    ,FK6
1454,2861                    ,FK6
1455,2862                    ,FK6
1456,2863 44 LMi             ,FK6
1457,4957                    ,FK6
1458,4958                    ,FK6
1459,2864                    ,FK6
1460,2865 42 UMa             ,FK6
1461,2868                    ,FK6
1462,2867                    ,FK6
1463,2866                    ,FK6
1464,2869 44 UMa             ,FK6
1465,4959                    ,FK6
1466,4960                    ,FK6
1467,4961                    ,FK6
1468,4963                    ,FK6
1469,2871                    ,FK6
1470,4964                    ,FK6
1471,2872                    ,FK6
1472,2873                    ,FK6
1473,2874                    ,FK6
1474,4965                    ,FK6
1475,2875                    ,FK6
1476,4966                    ,FK6
1477,4968                    ,FK6
1478,4969                    ,FK6
1479,4970                    ,FK6
1480,2876                    ,FK6
1481,2877                    ,FK6
1482,2878                    ,FK6
1483,4971                    ,FK6
1484,2879 61 Leo             ,FK6
1485,4972                    ,FK6
1486,2880 60 Leo             ,FK6
1487,4973                    ,FK6
1488,4974                    ,FK6
1489,4975                    ,FK6
1490,2881                    ,FK6
1491,4977                    ,FK6
1492,2884                    ,FK6
1493,4978                    ,FK6
1494,4979                    ,FK6
1495,4980                    ,FK6
1496,2887                    ,FK6
1497,4983                    ,FK6
1498,4984                    ,FK6
1499,4985                    ,FK6
1500,4986                    ,FK6
1501,2888                    ,FK6
1502,2891                    ,FK6
1503,2890                    ,FK6
1504,2892                    ,FK6
1505,4987                    ,FK6
1506,4989                    ,FK6
1507,2894                    ,FK6
1508,4990                    ,FK6
1509,2898                    ,FK6
1510,4991                    ,FK6
1511,2896                    ,FK6
1512,2899                    ,FK6
1513,4992                    ,FK6
1514,2901                    ,FK6
1515,4993                    ,FK6
1516,4994                    ,FK6
1517,4995                    ,FK6
1518,4996                    ,FK6
1519,2905                    ,FK6
1520,2906                    ,FK6
1521,4997                    ,FK6
1522,4998                    ,FK6
1523,2907                    ,FK6
1524,4999                    ,FK6
1525,2908 56 UMa             ,FK6
1526,5001                    ,FK6
1527,5002                    ,FK6
1528,5003                    ,FK6
1529,5004                    ,FK6
1530,2911                    ,FK6
1531,2912                    ,FK6
1532,5005                    ,FK6
1533,5008                    ,FK6
1534,5009                    ,FK6
1535,5010                    ,FK6
1536,2915                    ,FK6
1537,5011                    ,FK6
1538,5012                    ,FK6
1539,5013                    ,FK6
1540,2917 87 Leo             ,FK6
1541,2918 86 Leo             ,FK6
1542,5014                    ,FK6
1543,2919                    ,FK6
1544,2920 $o^2 Cen           ,FK6
1545,3956                    ,FK6
1546,5015                    ,FK6
1547,5016                    ,FK6
1548,5017                    ,FK6
1549,2921                    ,FK6
1550,2922                    ,FK6
1551,5018                    ,FK6
1552,5019                    ,FK6
1553,2923                    ,FK6
1554,2924 89 Leo             ,FK6
1555,2926                    ,FK6
1556,5020                    ,FK6
1557,5021                    ,FK6
1558,5022                    ,FK6
1559,5023                    ,FK6
1560,2927                    ,FK6
1561,5024                    ,FK6
1562,2928                    ,FK6
1563,5025                    ,FK6
1564,2932 omega Vir          ,FK6
1565,2931 60 UMa             ,FK6
1566,5026                    ,FK6
1567,2933                    ,FK6
1568,5027                    ,FK6
1569,5029                    ,FK6
1570,5030                    ,FK6
1571,5032                    ,FK6
1572,5033                    ,FK6
1573,2936 92 Leo             ,FK6
1574,5034                    ,FK6
1575,2937                    ,FK6
1576,5035                    ,FK6
1577,5037                    ,FK6
1578,5038                    ,FK6
1579,2939                    ,FK6
1580,5039                    ,FK6
1581,5040                    ,FK6
1582,2941                    ,FK6
1583,5041                    ,FK6
1584,2943                    ,FK6
1585,5042                    ,FK6
1586,2945                    ,FK6
1587,2948                    ,FK6
1588,5044                    ,FK6
1589,5045                    ,FK6
1590,2949                    ,FK6
1591,5046                    ,FK6
1592,5047                    ,FK6
1593,5048                    ,FK6
1594,2950                    ,FK6
1595,2951 6 Vir              ,FK6
1596,2952                    ,FK6
1597,5049                    ,FK6
1598,2953 66 UMa             ,FK6
1599,2954                    ,FK6
1600,2955                    ,FK6
1601,5051                    ,FK6
1602,5052                    ,FK6
1603,5053                    ,FK6
1604,2956                    ,FK6
1605,2957                    ,FK6
1606,2958                    ,FK6
1607,2959                    ,FK6
1608,2960 7 Vir              ,FK6
1609,5054                    ,FK6
1610,3957                    ,FK6
1611,5055                    ,FK6
1612,5057                    ,FK6
1613,2963                    ,FK6
1614,5058                    ,FK6
1615,5059                    ,FK6
1616,2966                    ,FK6
1617,5060                    ,FK6
1618,5061                    ,FK6
1619,5062                    ,FK6
1620,5063                    ,FK6
1621,5064                    ,FK6
1622,5065                    ,FK6
1623,5066                    ,FK6
1624,5068                    ,FK6
1625,2967                    ,FK6
1626,5069                    ,FK6
1627,2968                    ,FK6
1628,5071                    ,FK6
1629,5072                    ,FK6
1630,2970                    ,FK6
1631,2971                    ,FK6
1632,5074                    ,FK6
1633,5075                    ,FK6
1634,5076                    ,FK6
1635,5077                    ,FK6
1636,2973 11 Vir             ,FK6
1637,5078                    ,FK6
1638,2974                    ,FK6
1639,5079                    ,FK6
1640,2975                    ,FK6
1641,5080                    ,FK6
1642,5081                    ,FK6
1643,5082                    ,FK6
1644,2977 5 Com              ,FK6
1645,5083                    ,FK6
1646,5084                    ,FK6
1647,2978 12 Vir             ,FK6
1648,2979                    ,FK6
1649,5085                    ,FK6
1650,2980                    ,FK6
1651,3958                    ,FK6
1652,2981 6 Com              ,FK6
1653,2982 7 Com              ,FK6
1654,5087                    ,FK6
1655,5088                    ,FK6
1656,2984                    ,FK6
1657,5089                    ,FK6
1658,2986                    ,FK6
1659,5090                    ,FK6
1660,2989 epsilon Cru        ,FK6
1661,5091                    ,FK6
1662,2991                    ,FK6
1663,5093                    ,FK6
1664,2992                    ,FK6
1665,2993 4 CVn              ,FK6
1666,2994 5 CVn              ,FK6
1667,5094                    ,FK6
1668,2995                    ,FK6
1669,5095                    ,FK6
1670,2997 14 Com             ,FK6
1671,2998                    ,FK6
1672,5096                    ,FK6
1673,5097                    ,FK6
1674,2999 gamma Com          ,FK6
1675,5098                    ,FK6
1676,5099                    ,FK6
1677,3000 73 UMa             ,FK6
1678,3001                    ,FK6
1679,3984                    ,FK6
1680,5100                    ,FK6
1681,5101                    ,FK6
1682,5102                    ,FK6
1683,3002                    ,FK6
1684,5103                    ,FK6
1685,5104                    ,FK6
1686,5105                    ,FK6
1687,3003                    ,FK6
1688,3004 20 Vir             ,FK6
1689,5106                    ,FK6
1690,5107                    ,FK6
1691,5108                    ,FK6
1692,5109                    ,FK6
1693,3005                    ,FK6
1694,5110                    ,FK6
1695,3006                    ,FK6
1696,3007 25 Com             ,FK6
1697,5111                    ,FK6
1698,5114                    ,FK6
1699,3009                    ,FK6
1700,3010                    ,FK6
1701,3008                    ,FK6
1702,3013                    ,FK6
1703,5116                    ,FK6
1704,5117                    ,FK6
1705,5118                    ,FK6
1706,3014                    ,FK6
1707,5119                    ,FK6
1708,3015                    ,FK6
1709,5120                    ,FK6
1710,5121                    ,FK6
1711,5122                    ,FK6
1712,3016                    ,FK6
1713,5123                    ,FK6
1714,5124                    ,FK6
1715,3017                    ,FK6
1716,5127                    ,FK6
1717,5128                    ,FK6
1718,5129                    ,FK6
1719,5130                    ,FK6
1720,5131                    ,FK6
1721,3020 7 Dra              ,FK6
1722,3019                    ,FK6
1723,5133                    ,FK6
1724,3021                    ,FK6
1725,3022 29 Com             ,FK6
1726,5134                    ,FK6
1727,5136                    ,FK6
1728,5137                    ,FK6
1729,3024                    ,FK6
1730,3026                    ,FK6
1731,5138                    ,FK6
1732,5139                    ,FK6
1733,5140                    ,FK6
1734,3027                    ,FK6
1735,3028                    ,FK6
1736,3030                    ,FK6
1737,3029                    ,FK6
1738,3031                    ,FK6
1739,3032                    ,FK6
1740,3033                    ,FK6
1741,5142                    ,FK6
1742,5143                    ,FK6
1743,5144                    ,FK6
1744,5145                    ,FK6
1745,3036 36 Com             ,FK6
1746,5146                    ,FK6
1747,5147                    ,FK6
1748,5148                    ,FK6
1749,5149                    ,FK6
1750,3040                    ,FK6
1751,3041                    ,FK6
1752,5151                    ,FK6
1753,5152                    ,FK6
1754,5153                    ,FK6
1755,5154                    ,FK6
1756,5155                    ,FK6
1757,5157                    ,FK6
1758,3042                    ,FK6
1759,3043                    ,FK6
1760,3044                    ,FK6
1761,5159                    ,FK6
1762,3045 41 Com             ,FK6
1763,5160                    ,FK6
1764,5161                    ,FK6
1765,3046                    ,FK6
1766,3047                    ,FK6
1767,5163                    ,FK6
1768,3049                    ,FK6
1769,3050                    ,FK6
1770,5164                    ,FK6
1771,3051                    ,FK6
1772,3053                    ,FK6
1773,5166                    ,FK6
1774,3057                    ,FK6
1775,5167                    ,FK6
1776,3055                    ,FK6
1777,3054                    ,FK6
1778,5168                    ,FK6
1779,5169                    ,FK6
1780,5170                    ,FK6
1781,3058                    ,FK6
1782,3060                    ,FK6
1783,5172                    ,FK6
1784,3063 21 CVn             ,FK6
1785,3062                    ,FK6
1786,5173                    ,FK6
1787,5175                    ,FK6
1788,3064                    ,FK6
1789,5176                    ,FK6
1790,3061                    ,FK6
1791,5177                    ,FK6
1792,5178                    ,FK6
1793,3065                    ,FK6
1794,5179                    ,FK6
1795,5180                    ,FK6
1796,5181                    ,FK6
1797,3068                    ,FK6
1798,5182                    ,FK6
1799,3069 65 Vir             ,FK6
1800,3072                    ,FK6
1801,3070 iota^1 Mus         ,FK6
1802,5183                    ,FK6
1803,5184                    ,FK6
1804,3074                    ,FK6
1805,3075                    ,FK6
1806,5185                    ,FK6
1807,5186                    ,FK6
1808,5187                    ,FK6
1809,5188                    ,FK6
1810,3076 71 Vir             ,FK6
1811,5189                    ,FK6
1812,5190                    ,FK6
1813,3077                    ,FK6
1814,5191                    ,FK6
1815,3079 74 Vir             ,FK6
1816,5193                    ,FK6
1817,3080                    ,FK6
1818,3081 76 Vir             ,FK6
1819,5195                    ,FK6
1820,5196                    ,FK6
1821,3083 24 CVn             ,FK6
1822,3082                    ,FK6
1823,5197                    ,FK6
1824,5198                    ,FK6
1825,3085                    ,FK6
1826,3084                    ,FK6
1827,5199                    ,FK6
1828,5200                    ,FK6
1829,5201                    ,FK6
1830,5202                    ,FK6
1831,5203                    ,FK6
1832,5204                    ,FK6
1833,5205                    ,FK6
1834,3086                    ,FK6
1835,5206                    ,FK6
1836,5208                    ,FK6
1837,5209                    ,FK6
1838,3087 83 UMa             ,FK6
1839,5210                    ,FK6
1840,3088                    ,FK6
1841,5212                    ,FK6
1842,3090                    ,FK6
1843,5214                    ,FK6
1844,5215                    ,FK6
1845,5216                    ,FK6
1846,5217                    ,FK6
1847,3094                    ,FK6
1848,3093                    ,FK6
1849,3092                    ,FK6
1850,3095                    ,FK6
1851,5218                    ,FK6
1852,3096                    ,FK6
1853,3105                    ,FK6
1854,3097                    ,FK6
1855,5222                    ,FK6
1856,5223                    ,FK6
1857,3103                    ,FK6
1858,5224                    ,FK6
1859,3099                    ,FK6
1860,3102                    ,FK6
1861,3104                    ,FK6
1862,5225                    ,FK6
1863,3106                    ,FK6
1864,3107 90 Vir             ,FK6
1865,5226                    ,FK6
1866,3986                    ,FK6
1867,3108                    ,FK6
1868,5227                    ,FK6
1869,3109                    ,FK6
1870,5228                    ,FK6
1871,5229                    ,FK6
1872,5230                    ,FK6
1873,5231                    ,FK6
1874,5232                    ,FK6
1875,5233                    ,FK6
1876,5234                    ,FK6
1877,5235                    ,FK6
1878,3112 upsilon^1 Cen      ,FK6
1879,5236                    ,FK6
1880,5237                    ,FK6
1881,5238                    ,FK6
1882,5239                    ,FK6
1883,5240                    ,FK6
1884,5241                    ,FK6
1885,3111                    ,FK6
1886,5242                    ,FK6
1887,5243                    ,FK6
1888,5244                    ,FK6
1889,3114                    ,FK6
1890,5245                    ,FK6
1891,3115                    ,FK6
1892,5246                    ,FK6
1893,5247                    ,FK6
1894,3116                    ,FK6
1895,3118                    ,FK6
1896,5248                    ,FK6
1897,5249                    ,FK6
1898,3119                    ,FK6
1899,5250                    ,FK6
1900,5251                    ,FK6
1901,3125 3 UMi              ,FK6
1902,5252                    ,FK6
1903,5253                    ,FK6
1904,5254                    ,FK6
1905,3121                    ,FK6
1906,3124 13 Boo             ,FK6
1907,3120                    ,FK6
1908,3126                    ,FK6
1909,3128                    ,FK6
1910,5256                    ,FK6
1911,5257                    ,FK6
1912,3130                    ,FK6
1913,5258                    ,FK6
1914,5259                    ,FK6
1915,5260                    ,FK6
1916,3132                    ,FK6
1917,5262                    ,FK6
1918,5263                    ,FK6
1919,5264                    ,FK6
1920,3129 eta Aps            ,FK6
1921,5265                    ,FK6
1922,3134 upsilon Vir        ,FK6
1923,3135 20 Boo             ,FK6
1924,3133                    ,FK6
1925,3136                    ,FK6
1926,5267                    ,FK6
1927,5268                    ,FK6
1928,3137                    ,FK6
1929,5270                    ,FK6
1930,5271                    ,FK6
1931,5272                    ,FK6
1932,3139                    ,FK6
1933,3140                    ,FK6
1934,3142                    ,FK6
1935,5274                    ,FK6
1936,5275                    ,FK6
1937,5276                    ,FK6
1938,3141                    ,FK6
1939,5277                    ,FK6
1940,5278                    ,FK6
1941,5279                    ,FK6
1942,5280                    ,FK6
1943,3144                    ,FK6
1944,3143 106 Vir            ,FK6
1945,5281                    ,FK6
1946,5282                    ,FK6
1947,3146                    ,FK6
1948,3145                    ,FK6
1949,3150                    ,FK6
1950,3148                    ,FK6
1951,5283                    ,FK6
1952,5284                    ,FK6
1953,5285                    ,FK6
1954,3151 26 Boo             ,FK6
1955,5286                    ,FK6
1956,3159                    ,FK6
1957,5288                    ,FK6
1958,5289                    ,FK6
1959,5291                    ,FK6
1960,3154                    ,FK6
1961,3155                    ,FK6
1962,5293                    ,FK6
1963,5294                    ,FK6
1964,3985                    ,FK6
1965,3152                    ,FK6
1966,5295                    ,FK6
1967,3157                    ,FK6
1968,3158 rho Lup            ,FK6
1969,3160                    ,FK6
1970,3161                    ,FK6
1971,5296                    ,FK6
1972,5297                    ,FK6
1973,5298                    ,FK6
1974,5300                    ,FK6
1975,5301                    ,FK6
1976,5302                    ,FK6
1977,5303                    ,FK6
1978,3162                    ,FK6
1979,5304                    ,FK6
1980,3163 31 Boo             ,FK6
1981,5305                    ,FK6
1982,3164                    ,FK6
1983,3165                    ,FK6
1984,3166                    ,FK6
1985,5306                    ,FK6
1986,5307                    ,FK6
1987,3168                    ,FK6
1988,3167                    ,FK6
1989,5309                    ,FK6
1990,5310                    ,FK6
1991,5311                    ,FK6
1992,5312                    ,FK6
1993,5313                    ,FK6
1994,3169                    ,FK6
1995,5314                    ,FK6
1996,5315                    ,FK6
1997,3170                    ,FK6
1998,5316                    ,FK6
1999,3171                    ,FK6
2000,3172                    ,FK6
2001,5317                    ,FK6
2002,5318                    ,FK6
2003,3173                    ,FK6
2004,5319                    ,FK6
2005,5320                    ,FK6
2006,5321                    ,FK6
2007,3174                    ,FK6
2008,5322                    ,FK6
2009,3176                    ,FK6
2010,3179                    ,FK6
2011,5323                    ,FK6
2012,5324                    ,FK6
2013,3177 16 Lib             ,FK6
2014,3175                    ,FK6
2015,5325                    ,FK6
2016,5327                    ,FK6
2017,5328                    ,FK6
2018,5329                    ,FK6
2019,5330                    ,FK6
2020,3180                    ,FK6
2021,5331                    ,FK6
2022,5332                    ,FK6
2023,3182 40 Boo             ,FK6
2024,5333                    ,FK6
2025,5334                    ,FK6
2026,5335                    ,FK6
2027,5336                    ,FK6
2028,3183                    ,FK6
2029,3181                    ,FK6
2030,3987 pi^1 Oct           ,FK6
2031,3185 omega Boo          ,FK6
2032,3187 9 UMi              ,FK6
2033,3190 110 Vir            ,FK6
2034,5337                    ,FK6
2035,3191                    ,FK6
2036,5338                    ,FK6
2037,5339                    ,FK6
2038,5340                    ,FK6
2039,3193 nu Lib             ,FK6
2040,5341                    ,FK6
2041,3196                    ,FK6
2042,5342                    ,FK6
2043,3194                    ,FK6
2044,5344                    ,FK6
2045,3197                    ,FK6
2046,5345                    ,FK6
2047,5346                    ,FK6
2048,5347                    ,FK6
2049,5348                    ,FK6
2050,5351                    ,FK6
2051,5352                    ,FK6
2052,3201                    ,FK6
2053,5353                    ,FK6
2054,3202                    ,FK6
2055,5354                    ,FK6
2056,3204 chi Boo            ,FK6
2057,5355                    ,FK6
2058,3206                    ,FK6
2059,3208                    ,FK6
2060,3205 epsilon Cir        ,FK6
2061,3207 2 Lup              ,FK6
2062,5359                    ,FK6
2063,5360                    ,FK6
2064,5361                    ,FK6
2065,3211 nu^1 Lup           ,FK6
2066,3213 7 Ser              ,FK6
2067,3215                    ,FK6
2068,3212                    ,FK6
2069,3214                    ,FK6
2070,3216                    ,FK6
2071,5362                    ,FK6
2072,5364                    ,FK6
2073,5365                    ,FK6
2074,5366                    ,FK6
2075,3218                    ,FK6
2076,5367                    ,FK6
2077,5368                    ,FK6
2078,3959                    ,FK6
2079,3217                    ,FK6
2080,3219                    ,FK6
2081,5369                    ,FK6
2082,3221 10 Ser             ,FK6
2083,3222                    ,FK6
2084,3220                    ,FK6
2085,5370                    ,FK6
2086,5371                    ,FK6
2087,5372                    ,FK6
2088,5373                    ,FK6
2089,5374                    ,FK6
2090,3225                    ,FK6
2091,3223                    ,FK6
2092,3224                    ,FK6
2093,3226 11 Ser             ,FK6
2094,5376                    ,FK6
2095,3227                    ,FK6
2096,3230 tau^3 Ser          ,FK6
2097,5378                    ,FK6
2098,3231                    ,FK6
2099,5379                    ,FK6
2100,3244                    ,FK6
2101,5380                    ,FK6
2102,3240                    ,FK6
2103,5381                    ,FK6
2104,3234                    ,FK6
2105,5382                    ,FK6
2106,3238                    ,FK6
2107,5383                    ,FK6
2108,5384                    ,FK6
2109,3228                    ,FK6
2110,3237 psi^1 Lup          ,FK6
2111,3236                    ,FK6
2112,5385                    ,FK6
2113,3233                    ,FK6
2114,3239 42 Lib             ,FK6
2115,5386                    ,FK6
2116,5387                    ,FK6
2117,5388                    ,FK6
2118,5389                    ,FK6
2119,5390                    ,FK6
2120,3243 chi Ser            ,FK6
2121,5391                    ,FK6
2122,3235                    ,FK6
2123,3241                    ,FK6
2124,5392                    ,FK6
2125,3242                    ,FK6
2126,3247                    ,FK6
2127,5393                    ,FK6
2128,3249 pi CrB             ,FK6
